id,min_et,min_st,min_rt,min_lf,min_vol
11480,34,2,2,232,1
11481,34,2,2,232,1
11482,20,1,2,134,1
11483,11,1,8,87,1
11484,34,2,2,232,1
11485,11,1,8,71,2
11486,34,2,2,232,59
11487,34,2,2,227,2
11488,20,1,2,134,1
11489,11,1,8,54,1
11490,20,1,2,134,1
11491,34,2,2,232,1
11492,15,2,8,82,26
11493,11,1,2,67,1
11494,34,2,2,234,13
11495,15,2,8,71,2
11496,10,1,3,35,1
11497,15,2,8,82,2
11498,11,1,8,52,1
11499,42,1,2,283,1
11500,15,2,8,80,4
11501,11,1,8,71,1
11502,20,1,2,134,1
11503,11,1,8,73,4
11504,34,2,2,232,1
11505,34,2,2,232,1
11506,34,2,2,232,3
11507,34,2,2,232,6
11508,42,1,2,120,1
11509,11,1,8,55,1
11510,11,1,8,81,4
11511,35,4,2,129,1
11512,11,2,8,87,2
11513,11,4,8,86,1
11514,11,1,8,71,2
11515,11,1,8,68,1
11516,20,1,2,134,1
11517,11,1,6,68,1
11518,11,1,8,68,1
11519,11,1,6,68,1
11520,11,1,8,68,1
11521,34,2,2,232,5
11522,11,1,2,54,1
11523,35,4,2,312,1
11524,11,2,8,81,1
11525,11,1,8,182,1
11526,15,2,8,82,7
11527,11,1,8,74,5
11528,34,2,2,232,1
11529,34,2,2,233,6
11530,34,2,2,232,3
11531,11,1,8,54,1
11532,15,2,8,82,1
11533,11,2,7,75,1
11534,11,1,8,80,1
11535,11,1,8,54,1
11536,34,2,2,235,59
11537,11,1,8,54,1
11538,20,1,2,134,1
11539,11,1,8,82,11
11540,11,4,8,73,1
11541,34,2,2,232,1
11542,11,1,8,71,1
11543,11,2,8,73,1
11544,34,2,2,232,2
11545,11,1,8,54,2
11546,11,1,2,55,1
11547,11,1,2,71,1
11548,11,1,2,181,1
11549,20,1,2,134,1
11550,34,2,2,233,2
11551,11,1,8,55,1
11552,13,1,6,273,1
11553,34,2,2,232,3
11554,11,1,8,55,3
11555,11,1,8,195,2
11556,15,2,8,82,10
11557,54,4,2,360,1
11558,34,2,2,232,1
11559,11,1,8,80,1
11560,34,2,2,232,7
11561,15,2,8,82,44
11562,20,1,2,94,1
11563,34,2,2,228,1
11564,15,2,8,82,2
11565,15,2,8,82,2
11566,34,2,2,227,1
11567,15,2,8,82,6
11568,34,2,2,232,3
11569,20,1,2,134,2
11570,42,1,2,283,1
11571,34,2,2,232,2
11572,11,1,8,55,6
11573,34,2,2,232,2
11574,35,4,2,312,1
11575,34,2,2,232,1
11576,11,1,8,80,2
11577,15,2,8,68,12
11578,11,1,8,71,3
11579,11,1,8,80,1
11580,11,1,6,54,2
11581,11,1,8,80,4
11582,34,2,2,227,1
11583,11,1,8,63,2
11584,34,2,2,233,4
11585,37,4,2,365,1
11586,11,4,4,47,1
11587,34,2,2,227,1
11588,15,2,8,82,6
11589,11,1,8,71,4
11590,20,1,2,134,1
11591,34,2,2,233,1
11592,20,1,2,134,2
11593,20,1,2,134,2
11594,34,2,2,234,1
11595,11,1,2,48,1
11596,35,4,2,312,1
11597,11,1,8,71,1
11598,34,2,2,232,6
11599,11,1,8,54,1
11600,11,1,8,209,1
11601,34,2,2,229,4
11602,11,1,8,73,7
11603,15,1,8,82,4
11604,20,1,2,134,1
11605,10,1,3,35,1
11606,11,1,8,68,1
11607,20,1,2,134,1
11608,11,1,6,68,2
11609,15,2,8,201,2
11610,34,2,2,234,4
11611,11,1,8,55,1
11612,11,1,2,71,1
11613,34,2,2,232,10
11614,11,1,6,68,1
11615,34,2,2,227,1
11616,22,4,7,222,1
11617,20,1,2,134,2
11618,34,2,2,232,1
11619,34,2,2,228,17
11620,15,2,8,82,14
11621,35,4,2,129,1
11622,15,2,8,71,2
11623,34,2,2,227,2
11624,11,1,8,81,2
11625,11,1,8,54,5
11626,34,2,2,227,1
11627,11,1,8,71,4
11628,11,1,8,80,1
11629,34,2,2,227,1
11630,11,1,8,80,1
11631,11,2,8,73,3
11632,34,2,2,232,3
11633,34,2,2,232,2
11634,11,1,8,171,1
11635,34,2,2,232,2
11636,11,1,8,54,1
11637,11,1,2,44,1
11638,35,4,2,307,1
11639,34,2,2,227,1
11640,20,1,2,134,1
11641,34,2,2,228,1
11642,34,2,2,232,6
11643,11,1,8,71,1
11644,11,1,8,66,2
11645,20,1,2,134,1
11646,11,1,8,54,1
11647,34,2,2,230,2
11648,11,1,6,54,1
11649,34,2,2,232,1
11650,15,2,8,82,16
11651,34,2,2,227,1
11652,11,2,8,44,1
11653,11,1,8,80,4
11654,11,2,4,46,2
11655,34,2,2,229,13
11656,34,2,2,232,1
11657,20,1,2,134,1
11658,15,2,8,82,6
11659,15,2,8,82,8
11660,11,2,8,171,1
11661,15,2,8,71,1
11662,11,1,8,82,1
11663,11,1,8,54,1
11664,11,1,8,71,3
11665,34,2,2,232,27
11666,34,2,2,227,1
11667,11,1,2,44,1
11668,11,1,8,82,10
11669,34,2,2,232,73
11670,11,1,8,71,2
11671,15,2,8,82,17
11672,15,2,8,82,2
11673,11,1,8,81,2
11674,10,1,3,35,3
11675,10,4,3,38,1
11676,11,1,8,80,5
11677,11,1,6,54,2
11678,21,1,2,94,1
11679,34,2,2,232,3
11680,11,1,8,54,33
11681,11,1,8,56,2
11682,11,1,8,70,3
11683,11,1,5,55,1
11684,11,1,6,68,4
11685,15,2,8,80,1
11686,11,1,2,81,1
11687,11,1,8,54,4
11688,34,2,2,232,58
11689,34,2,2,232,1
11690,11,1,8,54,1
11691,34,2,2,232,10
11692,11,1,8,182,1
11693,34,2,2,232,2
11694,11,1,8,87,6
11695,34,2,2,232,23
11696,11,1,2,13,1
11697,34,2,2,232,13
11698,11,1,6,54,2
11699,8,1,2,134,1
11700,11,1,4,54,1
11701,34,2,2,232,1
11702,34,2,2,232,1
11703,15,2,8,82,1
11704,11,1,8,54,2
11705,42,1,2,283,1
11706,11,1,6,68,1
11707,42,1,2,283,5
11708,11,1,8,73,3
11709,42,1,2,120,5
11710,11,1,2,135,1
11711,11,2,2,44,1
11712,34,2,2,232,1
11713,34,2,2,232,72
11714,11,1,6,54,3
11715,34,2,2,233,1
11716,34,2,2,232,2
11717,11,1,8,80,2
11718,15,2,8,82,4
11719,34,2,2,229,1
11720,34,2,2,227,1
11721,34,2,2,232,2
11722,11,1,8,54,1
11723,15,2,8,82,5
11724,15,2,8,71,2
11725,11,1,8,54,10
11726,11,1,8,73,118
11727,34,2,2,229,1
11728,15,2,8,82,15
11729,11,4,8,54,2
11730,15,2,8,80,2
11731,34,2,2,232,1
11732,34,2,2,227,1
11733,34,2,2,232,6
11734,11,1,6,30,1
11735,42,1,2,283,1
11736,11,1,8,73,15
11737,11,1,2,21,2
11738,11,1,2,56,1
11739,34,2,2,228,8
11740,11,1,8,68,1
11741,34,2,2,232,4
11742,11,1,8,71,2
11743,15,2,8,82,5
11744,34,2,2,229,4
11745,11,1,8,73,1
11746,11,1,4,54,1
11747,34,2,2,227,1
11748,34,2,2,232,13
11749,31,4,8,279,1
11750,34,2,2,227,1
11751,34,2,2,232,1
11752,34,2,2,232,2
11753,11,4,7,27,1
11754,11,1,8,71,1
11755,11,4,8,70,2
11756,34,2,2,232,41
11757,11,1,8,55,8
11758,15,2,8,82,4
11759,34,2,2,232,35
11760,11,1,8,55,11
11761,34,2,2,232,8
11762,11,2,7,75,1
11763,11,2,4,54,1
11764,11,1,8,70,4
11765,11,1,2,71,1
11766,11,1,8,80,4
11767,11,1,8,79,8
11768,11,1,8,71,2
11769,11,1,8,44,1
11770,11,1,8,80,5
11771,34,2,2,232,1
11772,15,1,2,82,12
11773,11,1,6,68,1
11774,11,1,8,68,2
11775,11,1,8,71,2
11776,7,2,1,68,2
11777,34,2,2,232,7
11778,11,1,8,63,1
11779,11,1,8,73,1
11780,34,2,2,232,1
11781,11,1,8,73,2
11782,11,1,2,54,1
11783,34,2,2,227,1
11784,11,1,8,71,4
11785,34,2,2,227,1
11786,34,2,2,229,1
11787,15,2,8,82,2
11788,13,1,6,243,1
11789,11,1,8,73,1
11790,11,1,8,74,1
11791,42,1,2,283,12
11792,11,2,8,76,1
11793,34,2,2,234,1
11794,11,1,8,68,1
11795,15,2,8,82,3
11796,15,2,8,56,1
11797,11,1,4,47,2
11798,15,1,8,82,5
11799,20,1,2,134,1
11800,34,2,2,227,1
11801,11,1,7,54,1
11802,34,2,2,228,25
11803,11,4,8,54,1
11804,10,1,3,37,1
11805,34,2,2,232,9
11806,34,2,2,234,11
11807,11,1,8,87,1
11808,11,1,8,80,2
11809,38,4,2,317,1
11810,34,2,2,232,2
11811,20,1,2,134,1
11812,11,1,8,71,7
11813,34,2,2,229,1
11814,15,2,8,82,17
11815,34,2,2,228,1
11816,11,2,8,55,1
11817,11,1,4,68,1
11818,15,2,8,82,8
11819,11,1,8,54,1
11820,42,1,2,283,4
11821,34,2,2,229,19
11822,34,2,2,232,1
11823,34,2,2,232,15
11824,15,2,8,71,1
11825,11,1,6,54,1
11826,11,1,8,73,2
11827,12,1,2,221,1
11828,11,1,8,82,5
11829,11,2,8,73,1
11830,11,1,8,80,2
11831,34,2,2,232,2
11832,11,1,8,73,8
11833,20,1,2,134,1
11834,34,2,2,131,1
11835,20,1,2,134,1
11836,42,1,2,283,1
11837,11,1,8,161,1
11838,34,2,2,232,18
11839,34,2,2,233,1
11840,11,1,2,80,1
11841,34,2,2,232,8
11842,54,4,2,360,11
11843,11,1,2,74,1
11844,21,1,2,135,1
11845,11,1,2,82,1
11846,11,1,8,71,2
11847,11,1,8,70,2
11848,42,1,2,120,15
11849,34,2,2,229,1
11850,34,2,2,232,1
11851,11,1,8,71,2
11852,34,2,2,235,1
11853,15,2,8,82,2
11854,34,2,2,232,27
11855,11,2,7,54,1
11856,34,2,2,229,1
11857,34,2,2,235,1
11858,34,2,2,232,2
11859,15,1,8,82,18
11860,20,1,2,134,1
11861,11,1,8,170,2
11862,42,1,2,283,1
11863,11,1,8,54,1
11864,34,2,2,232,2
11865,11,1,8,56,1
11866,34,2,2,232,4
11867,54,1,2,359,3
11868,20,1,2,134,1
11869,11,1,8,71,1
11870,15,2,8,82,2
11871,34,2,2,227,1
11872,11,1,8,209,2
11873,15,2,8,82,12
11874,11,1,6,68,2
11875,15,2,8,82,11
11876,11,1,8,71,4
11877,34,2,2,227,1
11878,15,2,8,82,3
11879,34,2,2,228,3
11880,34,2,2,232,10
11881,34,2,2,232,19
11882,34,2,2,227,1
11883,11,1,8,55,1
11884,34,2,2,227,1
11885,11,2,8,55,1
11886,11,1,8,68,1
11887,11,1,8,74,1
11888,34,2,2,232,35
11889,11,1,8,82,14
11890,34,2,2,227,2
11891,34,2,2,232,1
11892,11,1,8,82,14
11893,34,2,2,232,2
11894,34,2,2,232,2
11895,11,1,8,80,1
11896,15,2,8,80,2
11897,11,1,8,170,1
11898,34,2,2,234,24
11899,11,1,8,54,4
11900,34,2,2,232,30
11901,11,1,8,73,3
11902,34,2,2,229,3
11903,15,2,8,82,3
11904,11,1,8,73,4
11905,34,2,2,227,1
11906,34,2,2,232,1
11907,11,2,2,175,2
11908,34,2,2,232,3
11909,11,1,8,54,1
11910,42,2,2,283,1
11911,11,1,8,54,2
11912,11,2,8,81,2
11913,11,1,2,82,5
11914,15,2,8,56,1
11915,11,1,8,87,1
11916,34,2,2,232,6
11917,34,2,2,232,1
11918,34,2,2,232,1
11919,20,1,2,219,1
11920,34,2,2,229,9
11921,11,2,7,75,1
11922,35,4,2,312,1
11923,34,2,2,232,1
11924,34,2,2,228,1
11925,11,1,8,87,2
11926,11,1,8,42,2
11927,11,1,8,71,1
11928,11,1,8,74,1
11929,11,1,8,54,1
11930,34,2,2,232,4
11931,11,1,8,71,1
11932,35,4,2,307,1
11933,42,1,2,283,3
11934,11,1,8,54,3
11935,34,2,2,232,1
11936,34,2,2,232,13
11937,34,2,2,227,2
11938,11,1,8,56,1
11939,15,2,8,71,1
11940,35,4,2,301,1
11941,15,1,2,80,3
11942,35,4,2,307,1
11943,34,2,2,232,42
11944,22,4,7,304,1
11945,15,2,8,82,4
11946,34,2,2,229,1
11947,20,1,2,95,1
11948,34,2,2,229,3
11949,34,2,2,227,1
11950,34,2,2,230,1
11951,34,2,2,232,42
11952,34,2,2,228,1
11953,11,1,8,71,4
11954,11,1,2,56,1
11955,34,2,2,234,1
11956,34,2,2,232,1
11957,34,2,2,232,4
11958,34,2,2,233,2
11959,34,2,2,232,1
11960,34,2,2,229,5
11961,5,1,1,8,1
11962,35,4,2,307,1
11963,11,1,8,170,1
11964,42,1,2,283,7
11965,11,1,8,73,1
11966,15,1,8,71,3
11967,34,2,2,232,1
11968,11,1,8,74,1
11969,11,1,8,161,1
11970,34,2,2,232,1
11971,11,1,8,71,1
11972,42,1,2,283,1
11973,11,1,8,71,1
11974,11,2,8,55,1
11975,20,1,2,134,1
11976,11,1,2,80,1
11977,11,1,8,54,3
11978,34,2,2,232,3
11979,34,2,2,232,1
11980,34,2,2,232,20
11981,15,2,8,80,1
11982,34,2,2,227,1
11983,11,1,2,55,1
11984,34,2,2,232,3
11985,15,2,8,71,1
11986,11,1,8,56,1
11987,11,1,2,44,1
11988,11,1,6,68,1
11989,11,1,8,54,18
11990,11,1,8,55,1
11991,11,1,8,80,1
11992,34,2,2,232,79
11993,11,1,8,73,10
11994,11,1,4,54,2
11995,42,1,2,283,1
11996,11,1,8,54,1
11997,20,1,2,134,1
11998,34,2,2,232,3
11999,20,1,2,134,1
12000,11,1,8,71,1
12001,11,2,8,181,1
12002,11,1,8,81,1
12003,2,1,8,2,1
12004,42,1,2,283,3
12005,11,1,8,80,3
12006,20,1,2,134,1
12007,34,2,2,232,1
12008,34,2,2,232,13
12009,11,1,8,73,1
12010,34,2,2,232,1
12011,34,2,2,232,5
12012,20,1,2,134,2
12013,34,2,2,229,1
12014,11,1,8,73,24
12015,11,1,6,54,3
12016,34,2,2,228,24
12017,15,2,8,71,2
12018,34,2,2,232,6
12019,34,2,2,232,7
12020,34,2,2,232,3
12021,11,1,8,62,1
12022,50,1,2,289,1
12023,11,1,2,71,1
12024,34,2,2,232,1
12025,42,4,2,368,1
12026,15,2,8,80,2
12027,34,2,2,228,1
12028,34,2,2,227,2
12029,11,1,8,80,2
12030,11,1,8,71,1
12031,34,2,2,221,1
12032,34,2,2,232,7
12033,34,2,2,232,2
12034,15,2,8,71,1
12035,15,2,8,82,6
12036,11,1,8,68,1
12037,20,1,2,134,1
12038,34,2,2,232,1
12039,34,2,2,232,3
12040,11,1,8,71,1
12041,11,4,8,40,1
12042,34,2,2,232,1
12043,34,2,2,232,2
12044,34,2,2,232,1
12045,20,1,2,134,1
12046,11,1,7,75,9
12047,34,2,2,228,1
12048,11,1,8,73,2
12049,11,1,8,54,2
12050,20,1,2,134,1
12051,11,1,8,80,1
12052,20,1,2,134,1
12053,11,1,6,68,1
12054,11,1,8,80,5
12055,15,2,8,80,1
12056,34,2,2,232,3
12057,34,2,2,232,5
12058,11,1,8,24,1
12059,20,1,2,134,1
12060,11,1,2,71,1
12061,11,1,8,170,2
12062,11,1,8,54,1
12063,15,2,8,71,3
12064,11,1,8,170,1
12065,11,1,8,80,2
12066,34,2,2,233,1
12067,20,1,2,134,1
12068,50,1,2,289,1
12069,34,2,2,229,1
12070,11,2,8,54,1
12071,42,1,2,283,1
12072,20,1,2,134,1
12073,20,1,2,134,1
12074,11,1,8,71,5
12075,15,2,8,82,2
12076,34,2,2,232,14
12077,11,1,2,56,1
12078,15,2,8,82,6
12079,11,1,8,55,1
12080,34,2,2,232,4
12081,21,1,2,135,1
12082,11,1,8,54,2
12083,34,2,2,227,1
12084,11,1,8,73,8
12085,34,2,2,232,9
12086,11,2,8,70,5
12087,11,1,8,82,4
12088,15,2,8,71,1
12089,34,2,2,227,1
12090,15,2,8,82,2
12091,15,2,8,80,1
12092,34,2,2,221,1
12093,11,1,8,54,3
12094,34,2,2,232,7
12095,34,2,2,233,11
12096,42,1,2,283,1
12097,11,1,8,18,1
12098,15,2,8,82,9
12099,11,1,8,55,1
12100,34,2,2,232,6
12101,15,2,8,82,5
12102,11,2,8,68,1
12103,11,1,8,50,1
12104,34,2,2,232,1
12105,11,1,8,195,2
12106,11,2,7,75,2
12107,11,1,8,81,6
12108,15,2,8,82,14
12109,11,1,2,85,1
12110,34,2,2,227,1
12111,11,1,8,54,2
12112,15,2,8,82,6
12113,15,2,8,82,12
12114,34,2,2,232,7
12115,4,1,8,3,1
12116,11,1,8,170,1
12117,15,2,8,82,23
12118,34,2,2,228,1
12119,34,2,2,232,1
12120,34,2,2,232,6
12121,42,1,2,283,1
12122,11,1,2,47,1
12123,11,1,8,56,6
12124,11,1,7,54,1
12125,20,1,2,134,1
12126,15,2,8,82,10
12127,10,5,3,133,1
12128,15,2,8,82,15
12129,11,1,8,62,1
12130,11,1,8,73,2
12131,6,1,1,170,1
12132,34,2,2,232,3
12133,11,1,8,71,2
12134,35,4,2,310,1
12135,34,2,2,228,1
12136,15,1,2,82,1
12137,15,2,8,82,3
12138,34,2,2,232,39
12139,34,2,2,232,1
12140,34,2,2,235,1
12141,11,1,8,51,1
12142,11,1,8,201,2
12143,34,2,2,228,1
12144,34,2,2,232,1
12145,47,1,2,288,2
12146,11,1,2,74,2
12147,11,1,8,170,6
12148,11,1,8,55,2
12149,11,1,2,163,1
12150,20,1,2,134,1
12151,11,1,8,71,5
12152,15,2,8,82,20
12153,11,1,8,71,1
12154,34,2,2,232,1
12155,11,1,8,54,8
12156,34,2,2,227,2
12157,34,2,2,234,1
12158,34,2,2,232,3
12159,11,1,8,68,1
12160,35,4,2,312,2
12161,11,2,4,54,2
12162,21,1,2,220,1
12163,20,1,2,134,1
12164,34,2,2,232,79
12165,11,1,8,155,1
12166,15,2,8,80,1
12167,34,2,2,227,1
12168,11,1,8,54,1
12169,11,1,8,68,2
12170,11,1,8,50,1
12171,15,2,8,82,15
12172,20,1,2,134,1
12173,11,1,8,55,1
12174,34,2,2,232,1
12175,34,2,2,232,19
12176,11,1,8,56,1
12177,34,2,2,232,1
12178,15,2,8,82,1
12179,11,1,8,87,2
12180,11,1,8,71,3
12181,11,1,6,54,1
12182,34,2,2,227,1
12183,34,2,2,232,1
12184,34,2,2,232,1
12185,11,1,6,68,1
12186,11,1,2,58,1
12187,34,2,2,232,2
12188,34,2,2,232,9
12189,20,1,2,134,1
12190,34,2,2,233,1
12191,13,1,6,273,1
12192,15,2,8,80,1
12193,34,2,2,232,6
12194,15,2,8,80,2
12195,35,4,2,95,1
12196,15,2,8,82,3
12197,34,2,2,221,1
12198,11,1,8,80,3
12199,11,1,8,80,2
12200,42,1,2,283,2
12201,34,2,2,228,21
12202,15,2,8,82,16
12203,34,2,2,227,1
12204,34,2,2,235,4
12205,50,4,2,374,1
12206,34,2,2,227,1
12207,34,2,2,232,1
12208,11,1,8,55,2
12209,15,2,8,80,1
12210,34,2,2,227,1
12211,34,2,2,227,3
12212,34,2,2,232,48
12213,15,2,8,82,10
12214,15,2,8,80,1
12215,34,2,2,227,1
12216,34,2,2,228,1
12217,34,2,2,232,16
12218,34,2,2,227,1
12219,11,1,8,71,1
12220,11,1,8,54,2
12221,34,2,2,232,5
12222,11,1,8,171,2
12223,34,2,2,232,1
12224,15,2,8,82,4
12225,11,1,8,54,1
12226,11,1,8,70,6
12227,11,1,8,82,9
12228,11,1,8,71,4
12229,15,2,8,82,2
12230,34,2,2,227,1
12231,34,2,2,227,1
12232,15,1,2,82,4
12233,11,1,8,73,6
12234,42,1,2,283,9
12235,15,2,8,82,2
12236,11,1,8,54,1
12237,11,1,2,181,1
12238,15,2,8,71,1
12239,11,1,8,80,4
12240,42,2,2,290,1
12241,11,2,8,44,1
12242,35,4,2,312,1
12243,11,2,7,75,1
12244,11,2,8,74,1
12245,11,1,8,65,2
12246,35,4,2,312,1
12247,34,2,2,232,11
12248,34,2,2,232,1
12249,15,2,8,56,1
12250,34,2,2,232,6
12251,15,2,8,82,6
12252,34,2,2,229,33
12253,11,1,6,54,1
12254,11,1,8,170,1
12255,11,1,2,81,2
12256,34,2,2,232,5
12257,34,2,2,227,1
12258,11,1,8,80,4
12259,15,2,8,71,1
12260,34,2,2,235,148
12261,11,1,8,54,1
12262,34,2,2,232,5
12263,11,1,8,71,3
12264,11,1,6,68,1
12265,15,2,8,82,6
12266,11,1,2,71,1
12267,11,2,8,81,2
12268,11,1,8,54,1
12269,11,1,2,75,1
12270,11,1,8,80,1
12271,34,2,2,232,7
12272,34,2,2,232,1
12273,11,1,8,54,1
12274,11,1,2,56,1
12275,15,2,8,82,1
12276,15,2,8,71,1
12277,11,1,8,56,4
12278,15,2,8,82,28
12279,20,1,2,134,1
12280,11,1,8,54,1
12281,34,2,2,232,2
12282,11,1,8,80,2
12283,11,1,8,54,1
12284,11,1,8,54,6
12285,11,2,8,73,1
12286,11,1,8,70,3
12287,34,2,2,229,2
12288,37,4,2,365,1
12289,34,2,2,232,4
12290,34,2,2,232,3
12291,11,1,8,55,7
12292,34,2,2,232,1
12293,34,2,2,227,1
12294,42,1,2,283,8
12295,35,4,2,301,1
12296,34,2,2,232,8
12297,11,1,8,71,81
12298,35,4,2,313,1
12299,15,2,8,82,4
12300,34,2,2,227,1
12301,34,2,2,221,1
12302,34,2,2,232,4
12303,15,2,8,71,1
12304,15,2,8,82,4
12305,34,2,2,221,1
12306,34,2,2,232,3
12307,11,1,8,74,4
12308,11,1,8,71,1
12309,34,2,2,232,1
12310,20,1,2,134,1
12311,15,2,8,82,1
12312,20,1,2,134,1
12313,20,1,2,134,1
12314,11,1,8,155,1
12315,42,1,2,283,4
12316,34,2,2,227,1
12317,34,2,2,232,14
12318,11,2,8,51,1
12319,34,2,2,232,14
12320,11,2,8,54,1
12321,34,2,2,229,55
12322,15,2,8,82,3
12323,15,2,8,82,6
12324,11,1,6,68,2
12325,20,1,2,134,2
12326,11,1,2,47,1
12327,11,1,8,195,1
12328,34,2,2,229,3
12329,42,1,2,283,2
12330,11,1,8,71,4
12331,7,1,1,55,1
12332,34,2,2,232,1
12333,11,2,2,170,1
12334,11,1,8,80,11
12335,11,2,8,170,1
12336,15,1,2,80,1
12337,30,5,9,133,2
12338,11,1,8,71,2
12339,34,2,2,232,2
12340,34,2,2,232,5
12341,11,1,8,73,3
12342,34,2,2,227,1
12343,11,1,6,54,1
12344,13,1,6,273,1
12345,11,1,6,54,2
12346,35,4,2,312,1
12347,15,2,8,80,3
12348,34,2,2,232,2
12349,15,2,8,82,5
12350,34,2,2,232,10
12351,20,1,2,134,1
12352,11,1,8,73,11
12353,15,2,8,82,26
12354,11,1,8,73,3
12355,34,2,2,232,8
12356,11,1,8,50,2
12357,34,2,2,228,2
12358,11,2,8,207,1
12359,34,2,2,227,1
12360,54,4,2,360,1
12361,15,2,8,82,3
12362,34,2,2,233,2
12363,15,2,8,82,2
12364,20,1,2,134,1
12365,11,1,8,55,4
12366,11,1,8,54,1
12367,11,1,8,54,1
12368,34,2,2,232,1
12369,20,1,2,134,1
12370,11,2,8,55,2
12371,13,1,6,273,1
12372,34,2,2,229,1
12373,11,1,8,54,1
12374,34,2,2,233,1
12375,35,4,2,312,2
12376,7,2,1,56,1
12377,11,1,8,51,1
12378,11,1,4,47,1
12379,35,4,2,308,1
12380,11,2,8,73,7
12381,34,2,2,228,1
12382,11,1,8,73,4
12383,11,1,6,68,4
12384,11,1,8,55,4
12385,11,1,8,80,2
12386,11,1,2,67,1
12387,11,1,2,170,1
12388,11,1,8,80,2
12389,11,1,8,54,1
12390,11,1,8,70,1
12391,11,1,8,80,5
12392,35,4,2,307,1
12393,11,2,7,75,1
12394,11,1,8,54,1
12395,20,1,2,134,1
12396,15,2,8,71,2
12397,11,1,8,81,2
12398,15,2,8,82,8
12399,34,2,2,221,2
12400,11,1,2,71,1
12401,11,2,8,85,2
12402,11,2,8,73,1
12403,34,2,2,232,6
12404,11,1,8,54,1
12405,34,2,2,232,1
12406,15,2,8,82,7
12407,42,1,2,283,1
12408,11,1,8,54,2
12409,34,2,2,227,2
12410,35,4,2,307,1
12411,23,4,7,223,1
12412,34,2,2,232,29
12413,11,1,8,73,3
12414,34,2,2,227,1
12415,34,2,2,232,1
12416,34,2,2,232,21
12417,42,1,2,283,1
12418,24,1,2,239,2
12419,34,2,2,228,2
12420,11,2,7,75,2
12421,34,2,2,232,1
12422,35,4,2,312,2
12423,11,1,4,47,1
12424,34,2,2,229,45
12425,47,1,2,33,1
12426,11,1,8,71,1
12427,11,1,8,82,4
12428,11,1,7,54,1
12429,34,2,2,232,3
12430,34,2,2,227,1
12431,34,2,2,232,2
12432,15,2,8,82,11
12433,34,2,2,232,1
12434,11,1,8,73,2
12435,34,2,2,227,1
12436,11,1,8,170,4
12437,20,1,2,134,1
12438,11,2,4,68,2
12439,20,1,2,134,1
12440,42,1,2,283,4
12441,11,1,6,54,1
12442,15,2,8,80,1
12443,11,1,2,56,1
12444,34,2,2,233,3
12445,11,1,6,54,1
12446,11,1,6,54,1
12447,34,2,2,232,7
12448,34,2,2,233,1
12449,11,1,8,73,3
12450,15,2,8,82,20
12451,11,1,8,74,1
12452,42,2,2,283,2
12453,11,1,8,54,1
12454,11,1,8,71,2
12455,34,2,2,233,4
12456,11,1,8,73,1
12457,35,4,2,301,2
12458,11,1,2,160,1
12459,11,1,8,68,1
12460,20,1,2,134,1
12461,35,4,2,307,1
12462,34,2,2,232,3
12463,15,1,2,71,1
12464,34,2,2,232,6
12465,11,1,2,71,2
12466,15,2,8,71,1
12467,11,1,8,170,1
12468,34,2,2,227,1
12469,11,1,8,55,1
12470,11,1,4,163,1
12471,20,1,2,134,1
12472,20,1,2,134,1
12473,15,2,8,68,2
12474,15,2,8,82,3
12475,34,2,2,232,11
12476,20,1,2,134,1
12477,34,2,2,227,2
12478,34,2,2,227,1
12479,11,1,8,71,3
12480,20,1,2,134,2
12481,11,1,8,87,1
12482,15,2,8,80,1
12483,30,5,9,133,1
12484,34,2,2,234,62
12485,34,2,2,232,29
12486,11,1,8,55,1
12487,11,1,8,73,1
12488,11,1,4,47,3
12489,15,2,8,80,1
12490,11,1,8,71,1
12491,20,1,2,134,1
12492,34,2,2,233,1
12493,20,1,2,134,1
12494,34,2,2,232,44
12495,15,2,8,82,4
12496,15,2,8,71,2
12497,11,1,8,87,1
12498,34,2,2,232,1
12499,15,2,8,82,2
12500,11,2,8,65,1
12501,11,4,4,68,1
12502,11,1,8,71,3
12503,11,2,8,87,3
12504,11,1,6,68,1
12505,34,2,2,232,12
12506,11,1,8,20,11
12507,11,1,4,47,1
12508,34,2,2,232,1
12509,34,2,2,232,3
12510,34,2,2,232,2
12511,11,1,8,80,1
12512,34,2,2,230,1
12513,22,4,7,279,1
12514,34,2,2,227,1
12515,11,2,8,70,4
12516,11,1,8,195,2
12517,11,1,8,55,1
12518,34,2,2,229,1
12519,11,1,8,54,7
12520,11,2,8,68,1
12521,11,1,8,80,1
12522,15,2,8,82,5
12523,15,1,2,80,1
12524,11,1,8,170,1
12525,11,2,7,75,2
12526,34,2,2,227,1
12527,11,1,8,71,3
12528,11,2,7,75,1
12529,10,1,3,39,1
12530,11,1,8,73,6
12531,35,4,2,312,1
12532,11,1,8,155,1
12533,34,2,2,232,2
12534,34,2,2,232,3
12535,15,2,8,82,1
12536,11,1,8,54,3
12537,15,2,8,82,48
12538,15,2,8,82,2
12539,11,1,8,195,1
12540,34,2,2,232,2
12541,11,1,2,75,1
12542,15,2,8,82,3
12543,34,2,2,232,1
12544,11,1,8,54,1
12545,11,2,8,73,1
12546,50,4,2,374,2
12547,11,1,8,44,1
12548,34,2,2,229,2
12549,11,1,8,54,3
12550,15,2,2,80,3
12551,11,1,6,54,1
12552,11,1,8,73,1
12553,34,2,2,234,8
12554,11,1,8,80,2
