id,mean_et,mean_st,mean_rt,mean_lf,mean_vol
10757,11,1,8,125.666666666667,29
10758,11,2,8,99.5,2.5
10759,11,2,8,73,1
10760,34.5,2,2,269,2.5
10761,11,1,8,112,1
10762,15,2,8,132,2
10763,34.5,2,2,283.666666666667,2.33333333333333
10764,34.5,2,2,273.333333333333,2
10765,15,2,8,142.5,7
10766,13,1,8,132,2.5
10767,35,4,2,312,1
10768,11,1,8,170,8
10769,34.5,2,2,281,74.4
10770,15,2,8,142.5,18
10771,15,2,8,140.5,2
10772,34.5,2,2,271.75,2.5
10773,34.5,2,2,281,1.4
10774,34.5,2,2,269.5,1
10775,14,1,8,166.4,1.2
10776,34.5,2,2,272,1
10777,11,1,8,202,1
10778,34.5,2,2,269.333333333333,1
10779,34.5,2,2,270.666666666667,7.33333333333333
10780,11,2,8,54,1
10781,34.5,2,2,269.5,3
10782,11,1,8,68,4
10783,15,2,8,82,8
10784,15,2,8,142.5,14.5
10785,11,4,8,55,1
10786,26.6666666666667,1,8,132,1.5
10787,11,2,8,102,1.5
10788,32.5,2,5,55,1
10789,34.5,2,2,273.333333333333,7.16666666666667
10790,13,1,8,142.5,38
10791,34.5,2,2,281,1.6
10792,29.6666666666667,1,2,244.125,1.75
10793,34.5,2,2,270.666666666667,1
10794,15.5,1,5,123.166666666667,7.83333333333333
10795,15,2,8,123.4,8.2
10796,19,1,8.5,193.5,2
10797,13,1,8,137.25,6
10798,18.6666666666667,2,7.5,195.5,1
10799,29.5,1,9,160.666666666667,1.66666666666667
10800,43,1,2,330.5,23
10801,35,4,2,311.5,1
10802,11,1,8,54,1
10803,15,2,8,82,10
10804,28,1,2,218.666666666667,1
10805,35,4,2,312,2
10806,11,1,8,61,1
10807,34.5,2,2,272,19.5
10808,26.6666666666667,1,5,189.833333333333,98.5
10809,43,1,2,338.6,1
10810,34.5,2,2,272,6
10811,20,1,2,176.5,1
10812,12,1,7,216.25,1
10813,26.6666666666667,1,5,140.5,2
10814,11,2,8,54,1
10815,43,1,2,329.5,6.5
10816,13,1,8,140.5,3.5
10817,34.5,2,2,273.333333333333,7.5
10818,15,2,8,76.5,1.5
10819,34.5,2,2,251.25,2
10820,11,1,8,127.25,1.5
10821,35,4,2,313,1
10822,11,1,8,177.333333333333,5.66666666666667
10823,34,2,2,229.5,1
10824,11,2,8,141.5,4
10825,34.5,2,2,267,7.5
10826,11,1,8,113,5.5
10827,15,2,8,142.5,15.5
10828,11,2,8,117.666666666667,7.33333333333333
10829,13,1,8,114,2.5
10830,29,1,5,220.2,5.9
10831,34.5,2,2,277,15.5555555555556
10832,11,1,8,202,1
10833,34,2,2,229.5,1
10834,11,1,8,171,1
10835,15,2,8,81,1
10836,43,1,2,261.333333333333,16.2222222222222
10837,11,1,8,113,3.5
10838,11,1,8,54,5
10839,11,2,8,112,6
10840,11,1,8,113,8
10841,13,1,8,140.5,8.5
10842,15,2,8,69,2
10843,26.6666666666667,1,5,187,1
10844,11,1,8,135,5.5
10845,34.5,2,2,272,5.5
10846,13,1,8,109,5.5
10847,34.5,2,2,272,18.5
10848,34.5,2,2,271.75,3.25
10849,34,2,2,234,1
10850,15.5,1,5,158.5,1
10851,15,1,4.66666666666667,140.75,1.5
10852,34.5,2,2,272,61
10853,34.5,2,2,272,7
10854,34,2,2,229.5,1
10855,44.75,1,2,336.714285714286,5.57142857142857
10856,15,2,8,137.25,22.25
10857,15,2,8,141.5,10
10858,34.5,2,2,273,1
10859,32.5,1,5,201,1
10860,34.5,2,2,271,2.83333333333333
10861,35,4,2,288.333333333333,1.66666666666667
10862,34.5,2,2,272.5,1.75
10863,34.5,2,2,272,3
10864,13,1,8,142.5,5
10865,11,4,8,54,1
10866,20,1,2,176.5,1
10867,13,1,8,142.5,17
10868,11,1,8,62,2
10869,13,1,8,142.5,5
10870,21.6666666666667,1,5,191.5,1
10871,13,1,8,141.5,6.25
10872,34.5,2,2,273.333333333333,9.33333333333333
10873,20,1,2,176.5,1
10874,13,1,8,138.333333333333,8.5
10875,34.5,2,2,272,1.5
10876,34.5,2,2,272,1.5
10877,34.5,2,2,269.5,1
10878,15,2,8,142.5,27.5
10879,34.5,2,2,269.5,1.5
10880,34.5,2,2,273.333333333333,3.33333333333333
10881,22.5,4,7,264,1
10882,15,2,8,141.5,12
10883,34.5,2,2,272,1
10884,11,2,8,44,1
10885,11,2,8,134,1
10886,13,1,8,128.25,5.5
10887,13,1,8,141.5,15.5
10888,13,1,8,132,1
10889,34.5,2,2,272,12
10890,11,2,8,68,1
10891,34,2,2,229.5,1
10892,11,2,8,68,2
10893,34.5,2,2,287.666666666667,1.33333333333333
10894,34.5,2,2,286,2
10895,15,2,8,142.5,1.5
10896,15,2,8,142.5,8.5
10897,43,1,2,338.6,4.4
10898,11,1,8,113,2
10899,11,1,8,127,1.5
10900,34.5,2,2,271.5,14.25
10901,11,2,8,134,1
10902,13,1,8,142.5,7
10903,34,2,2,234,1
10904,20,1,2,134,1
10905,32.5,1,5,113,1
10906,54,1,2,360,1
10907,21.5,1,4.5,220,1.5
10908,34.5,2,2,272,11
10909,35,4,2,312,1
10910,11,1,8,134,7
10911,35,4,2,312,2
10912,11,1,8,102,1
10913,13,1,8,140.5,2
10914,34.5,2,2,272,1
10915,34.5,2,2,272,6
10916,11,2,8,119.75,2
10917,11,1,8,113,2
10918,11,1,8,195,2
10919,34.5,2,2,273.5,60.75
10920,34.5,2,2,273.333333333333,4.33333333333333
10921,13,1,8,114,82
10922,11,1,8,135,2
10923,34.5,2,2,271.666666666667,1
10924,11,2,8,148,2
10925,11,1,8,112,2.5
10926,12.5,1,6,163,1
10927,35,4,2,253.75,1
10928,13,1,8,141.5,12.25
10929,11,1,8,134,3.5
10930,34.5,2,2,261,1.5
10931,13,1,8,139,4.5
10932,11,1,8,113,17
10933,26.6666666666667,1,5,137.25,10.25
10934,13,1,8,137.25,13.75
10935,34.5,2,2,272,1
10936,11,1,8,130.5,36
10937,15,2,8,142.5,4
10938,11,1,8,112,101
10939,11,1,8,112,1.5
10940,20,1,2,176.5,1
10941,11,1,8,134,2
10942,11,1,8,140.5,1
10943,11,1,8,188,2.5
10944,13,1,8,141.5,10
10945,20,1,2,134,1
10946,34.5,2,2,286.166666666667,5.5
10947,13,1,8,142.5,30
10948,34,2,2,229.5,1
10949,34.5,2,2,272,4
10950,11,1,8,141.5,3
10951,34.5,2,2,272,6
10952,35,4,2,309.5,1
10953,34.5,2,2,272,1
10954,22,4,7,302,1
10955,34.5,2,2,272,2
10956,34.5,2,2,278.142857142857,1
10957,11,2,8,134,1
10958,12,1,7,228.666666666667,1
10959,34.5,2,2,272,6
10960,11,1,8,135.333333333333,1.33333333333333
10961,20,1,2,134,1
10962,19,1,6,112.4,1.4
10963,34.5,2,2,272,2.5
10964,27.5,1,2,227.833333333333,1.83333333333333
10965,34.5,2,2,283.666666666667,1
10966,23,4,7,306,2
10967,34.5,2,2,272,31.5
10968,5.33333333333333,1,8,112.8,6
10969,50,1,2,331.5,3
10970,13,1,8,140.5,1
10971,15,2,8,142.5,6.5
10972,12.5,1,6,112,4.5
10973,34.5,2,2,273.333333333333,2.66666666666667
10974,12.5,2,6,170,1
10975,34.5,2,2,272,1
10976,35,4,2,312,1
10977,20,1,2,176.5,1
10978,34.5,2,2,283.666666666667,3.66666666666667
10979,13,1,8,115.333333333333,9.66666666666667
10980,15,2,8,142.5,24
10981,20,1,2,176.5,1
10982,34.5,2,2,257,2.66666666666667
10983,18.6666666666667,2,7.5,201,3.33333333333333
10984,11,1,8,64,1
10985,15,2,8,140.5,1
10986,13,1,8,142.5,3
10987,12,1,7,216.25,2
10988,11,1,8,170,1
10989,34.5,2,2,270.666666666667,3.33333333333333
10990,34.5,1,5,118.666666666667,5.33333333333333
10991,34.5,2,2,269.5,11.75
10992,11,1,8,54,2
10993,13,1,8,75.5,2.5
10994,11,1,8,112,10
10995,32.5,1,5,112,1
10996,13,1,8,141.5,6.25
10997,13,1,8,136,7.75
10998,26.6666666666667,1,5,132,25
10999,35,4,2,309.5,1
11000,29.6666666666667,1,2,218.75,1
11001,11,1,8,136,2.25
11002,34.5,2,2,269.75,1.625
11003,34.5,2,2,277,17.5714285714286
11004,15,2,8,142.5,17
11005,13,1,8,141.5,9
11006,20.5,2,8.5,180,2.66666666666667
11007,35,4,2,309.5,1
11008,11,1,8,162.5,5
11009,35,4,2,312,1
11010,20,1,2,176.5,1
11011,34.5,2,2,281.375,9
11012,15,2,8,121.666666666667,15
11013,34,2,2,232.5,1
11014,34,2,2,221,1
11015,11,1,8,68,2
11016,15,2,8,124.4,9.4
11017,13,1,8,132,2
11018,34.5,2,2,273,15.75
11019,11,1,8,98,1.66666666666667
11020,12,1,7,165.666666666667,1
11021,13,1,8,138.333333333333,9.66666666666667
11022,34.5,2,2,272,16.5
11023,20,1,2,176.5,1
11024,35,4,2,309.5,1
11025,11,2,8,73,1
11026,13,1,8,137.25,19.75
11027,32,4,8,280,1
11028,34.6666666666667,1,5,195,1
11029,11,2,8,99.5,1
11030,13,1,8,132,5.5
11031,15,2,8,142.5,9
11032,12,1,7,197.333333333333,34.3333333333333
11033,34.5,2,2,292.25,63.25
11034,34.5,2,2,272,10
11035,34.5,2,2,272,1
11036,34.5,2,2,272,9
11037,15,2,8,141.5,3
11038,34.5,2,2,271,2.25
11039,11,2,8,57.5,1
11040,34.5,2,2,272,2
11041,11,1,8,112,2
11042,43,1,2,338.6,1.4
11043,34.5,2,2,272.5,38.5
11044,34.5,2,2,269.5,1
11045,34.5,2,2,272,7.5
11046,11,1,8,141.5,3
11047,34.5,2,2,282.333333333333,6
11048,15,2,8,118.666666666667,10.6666666666667
11049,27.5,1,2,218,1
11050,34.5,2,2,273.333333333333,4.83333333333333
11051,12.6666666666667,1,6,172.5,1.25
11052,35,4,2,311.75,1
11053,15,2,8,142.5,6
11054,11,2,8,70,2
11055,16.2,1,5.4,189.909090909091,3.36363636363636
11056,43,1,2,329.5,1.5
11057,35,4,2,309.5,1
11058,20,1,2,176.5,1
11059,30,5,9,133,8
11060,11,2,8,54,2
11061,11,1,8,134,3
11062,12,1,7,181.5,5.33333333333333
11063,11,2,8,54,2
11064,34.5,2,2,253,1
11065,26.6666666666667,1,8,103.333333333333,5
11066,34.5,2,2,269,24.5
11067,34.5,2,2,295.8,2
11068,34.5,2,2,269.5,1
11069,15,2,8,142.5,20.5
11070,23,4,7,306,2
11071,12.5,1,6,105,5.5
11072,34.5,2,2,272,4.5
11073,11,1,8,113,20.5
11074,34.5,2,2,273.333333333333,3.66666666666667
11075,15,2,8,142.5,4
11076,18.5,5,6,196.5,1
11077,34.5,2,2,274,1
11078,43,1,2,330.5,13.6666666666667
11079,34.5,2,2,276.636363636364,11.2727272727273
11080,34.5,2,2,272,6
11081,34.5,2,2,272.5,13
11082,15,2,8,142.5,5
11083,34.5,2,2,271.75,2.25
11084,20,1,2,176.5,1
11085,34.5,2,2,274,4.25
11086,11,1,8,134,19.5
11087,13,1,8,134.5,8.5
11088,15,2,8,142.5,3.5
11089,34.5,2,2,272,4
11090,18.6666666666667,2,7.5,214.2,2
11091,43,2,2,338.4,6
11092,15,2,8,142.5,3.5
11093,13,1,8,132.5,36.3333333333333
11094,20,1,2,176.5,1
11095,34.5,2,2,272,2
11096,11,4,8,54,4
11097,25.3333333333333,1,2,220.5,1.25
11098,35,4,2,309.5,1
11099,11,2,8,55,3
11100,15,2,8,142.5,11
11101,11,1,8,54,1
11102,11,4,8,54,2
11103,20,1,2,134,1
11104,34.5,2,2,261,1
11105,15,2,8,68,1
11106,34.5,2,2,272,4.5
11107,13,1,8,141.5,6.75
11108,13,1,8,137.25,15.75
11109,34.5,1,5,142.5,7.5
11110,34.5,2,2,273.333333333333,3.16666666666667
11111,11,1,8,53,2
11112,11,1,8,141.5,3
11113,11,1,8,54,5
11114,15,2,8,142.5,2
11115,29.6666666666667,1,2,244.125,4.25
11116,11,1,8,112,1
11117,34.5,2,2,274,31.5
11118,34.5,2,2,274,2
11119,15,2,8,142.5,8
11120,32.5,1,5,119,1
11121,34.5,2,2,272,4.5
11122,23,4,7,264.5,3
11123,34.5,2,2,274,1
11124,11,2,8,130.5,3
11125,34.5,2,2,272,1
11126,11,1,8,70,6
11127,15,2,8,142.5,6
11128,20,1,2,176.5,1
11129,15,2,8,121.666666666667,2.33333333333333
11130,12,1,7,173.333333333333,2.66666666666667
11131,35,4,2,312,1
11132,11,2,8,47,1
11133,15,2,8,142.5,7.5
11134,11,1,8,97.3333333333333,4
11135,34.5,2,2,271.75,3.25
11136,20,1,2,176.5,1
11137,11,1,8,54,1
11138,13,1,8,118.666666666667,36
11139,13,1,8,137.25,115.25
11140,16,1,6.33333333333333,184.75,6
11141,11,1,8,170,1
11142,11,1,8,113,7
11143,34.5,2,2,269,23.5
11144,13,1,8,132,3.5
11145,26.6666666666667,1,5,137.25,38.25
11146,13,1,8,132,12
11147,11,1,8,130.5,2
11148,43.5,1,2,331.75,12.5
11149,34.5,2,2,270.75,20.125
11150,34.5,2,2,299.571428571429,1.71428571428571
11151,29.6666666666667,1,2,257.2,1.6
11152,35,4,2,312,1
11153,11,2,8,55,2
11154,15,2,8,142.5,7
11155,34.5,2,2,271.75,19.875
11156,23.75,1,4.33333333333333,120.2,2.8
11157,11,2,8,130.5,1.5
11158,11,2,8,135,1
11159,20,1,2,176.5,1
11160,11,1,8,130.5,7
11161,13,1,8,136.25,2.25
11162,27,5,9,319,1
11163,35,4,2,301,1
11164,34.5,2,2,272,18
11165,34.5,2,2,275,113
11166,11,2,8,73,1
11167,35,4,2,309.5,1
11168,35,4,2,312.5,1
11169,11,1,8,127.25,2.5
11170,35,4,2,312,1
11171,43,1,2,330.5,4.66666666666667
11172,34.5,2,2,272,7
11173,11,1,8,135,1
11174,10.3333333333333,1,4.5,118,3.625
11175,34.5,2,2,247.8,1.4
11176,34.5,2,2,272,10.5
11177,34.5,2,2,272,3.5
11178,15,2,8,142.5,13.5
11179,13,1,8,115.333333333333,10.3333333333333
11180,34.5,2,2,285.833333333333,1.33333333333333
11181,11,1,8,117.6,6.2
11182,11,1,8,170,7
11183,11,1,8,102,1
11184,13,1,8,142.5,15.5
11185,34.5,2,2,271.75,5.5
11186,34.5,1,8,82,10
11187,11,1,8,112,10
11188,43.5,1,2,331.75,23.875
11189,13,1,8,138.75,5.25
11190,34.5,2,2,273,2.5
11191,34.5,2,2,271.75,12.375
11192,11,1,8,109,2.5
11193,44.75,1,2,344.5,1.16666666666667
11194,11,1,8,112,2
11195,11,1,8,134,3
11196,34.5,2,2,272,7.5
11197,34.5,2,2,269,1.5
11198,12,1,7,170.5,1
11199,15,2,8,142.5,14.5
11200,28,1,2,243.5,1
11201,11,1,8,106.333333333333,104.666666666667
11202,35,4,2,310.666666666667,1
11203,34.5,2,2,272,1
11204,11,2,8,134,3.5
11205,43,2,2,338.4,2.6
11206,11,1,8,113,4
11207,13,1,8,141.5,11.5
11208,13,1,8,131.4,10.6
11209,34.5,2,2,271.2,22.3
11210,11,1,8,113,2.5
11211,11,1,8,112,2
11212,29.6666666666667,1,2,239.6,3
11213,34.5,2,2,271.75,3
11214,35,4,2,313,2
11215,12,1,7,165.666666666667,1.33333333333333
11216,34.5,1,8,118.666666666667,31
11217,15,2,8,142.5,2
11218,15,2,8,142.5,8
11219,27.5,1,2,218,6.33333333333333
11220,11,1,8,134,5.5
11221,34.5,1,5,121.666666666667,6.66666666666667
11222,20,1,2,176.5,2
11223,34.5,2,2,272,3.5
11224,15,2,8,80,2
11225,11,1,8,113,3.5
11226,34.5,2,2,272,10
11227,34.5,2,2,272,2.5
11228,34.5,2,2,272,4
11229,35,4,2,257,2.5
11230,11,1,8,134,7
11231,11,1,8,182,1
11232,29.6666666666667,1,2,250.833333333333,2.33333333333333
11233,11,1,8,134,7.5
11234,34.5,2,2,276.285714285714,28.7142857142857
11235,37,1,2,176.5,1
11236,13,1,8,142.5,10.5
11237,15,2,8,142.5,4.5
11238,20,1,2,134,2
11239,11,1,8,176,3.5
11240,15,2,8,142.5,11.5
11241,34.5,2,2,272,1
11242,26.6666666666667,1,5,193,2
11243,11,2,8,54,8
11244,11,1,8,113,1.5
11245,20,1,2,176.5,1
11246,13,1,8,142.5,12
11247,34.5,2,2,272,22
11248,34.5,2,2,272,3.5
11249,15,2,8,142.5,15
11250,34.5,2,2,272,4
11251,11,1,8,168.5,5
11252,15,2,8,142.5,19
11253,12.5,1,6,112,3
11254,34.5,2,2,281,72.8
11255,15,2,8,142.5,7
11256,11,1,8,137.75,4.25
11257,15,2,8,142.5,3.5
11258,34.5,2,2,272,11
11259,33.5,1,2,263,1.33333333333333
11260,15,2,8,142.5,34.5
11261,11,1,8,55,1
11262,15,2,8,137.25,7
11263,15,2,8,141.5,5.25
11264,12.5,2,6,54,1
11265,11,2,8,119,2
11266,15,1,6.25,228,2.83333333333333
11267,34.5,2,2,283,1
11268,15,2,8,142.5,7
11269,35,4,2,309.5,1
11270,34.5,2,2,261,4.5
11271,12,1,7,216.25,2.25
11272,35,4,2,309.5,1
11273,34.5,2,2,271.666666666667,1.16666666666667
11274,34.5,2,2,273,1
11275,54,4,2,361,2.5
11276,15,2,8,142.5,10
11277,11,2,8,102,1
11278,34.5,2,2,283.666666666667,2.33333333333333
11279,34.5,2,2,272,7
11280,23,4,7,264.5,1
11281,11,1,8,119,1
11282,34.5,2,2,272,21.5
11283,34.5,2,2,274,28.25
11284,15,2,8,71,5
11285,11,1,8,97.3333333333333,3
11286,15,2,8,82,7
11287,34.5,2,2,272,5
11288,34.5,2,2,271.75,1.25
11289,20,1,2,176.5,1
11290,40.8571428571429,1,2,283.181818181818,9
11291,12,1,7,173.333333333333,5.66666666666667
11292,11,1,8,112,3.5
11293,11,2,8,134,12
11294,35,4,2,312,2
11295,50,1,2,289,1
11296,34.5,2,2,278.2,1.2
11297,11,1,8,128.75,3.25
11298,11,2,8,68,1
11299,11,2,8,134,2
11300,34.5,2,2,278.285714285714,8.28571428571429
11301,35,4,2,313,1.33333333333333
11302,11,1,8,97.3333333333333,1.33333333333333
11303,34.5,2,2,275,5.5
11304,11,2,8,130.5,3
11305,34.5,2,2,279.8,1.2
11306,34.5,2,2,273.333333333333,36.8333333333333
11307,15,2,8,117.666666666667,5.33333333333333
11308,20,1,2,176.5,1
11309,15,2,8,142.5,42.5
11310,34.5,2,2,273,1
11311,13,1,8,128.25,8.5
11312,34.5,2,2,281,1
11313,11,1,8,134,1
11314,34.5,2,2,269.5,2.5
11315,34.5,2,2,270.666666666667,2.16666666666667
11316,15,2,8,142.5,6.5
11317,11,1,8,142.5,3
11318,34.5,2,2,279.428571428571,12.2857142857143
11319,42,4,2,368,1
11320,15,2,8,142.5,16
11321,13,1,8,103.333333333333,2
11322,13,1,8,140.5,1
11323,35,4,2,312,1
11324,15.5,1,5,144.75,3.5
11325,11,1,8,170,2
11326,29.6666666666667,1,2,228.571428571429,2.28571428571429
11327,34.5,2,2,271.5,2.5
11328,13,1,8,125.8,10.6
11329,20,1,2,176.5,1
11330,15,2,8,109,1
11331,34.5,2,2,272,14
11332,34.5,2,2,273.333333333333,4
11333,34.5,2,2,277.8,1
11334,34.5,2,2,272,11
11335,34.5,2,2,274,30
11336,34.5,2,2,281,11.6
11337,15,2,8,142.5,11.5
11338,20,1,2,134,1
11339,54,4,2,361,1
11340,35,4,2,312,7
11341,15,2,8,142.5,11
11342,34.5,2,2,274,1
11343,11,1,8,134,4.5
11344,34.5,2,2,278.142857142857,6.42857142857143
11345,11,1,8,97.3333333333333,1.66666666666667
11346,13,1,8,76.5,10
11347,34.5,2,5,80,1
11348,11,2,8,148,3
11349,27.5,1,2,218,1.66666666666667
11350,34.5,2,2,272.5,1.25
11351,20,1,2,176.5,1
11352,17.5,1,5,159.5,2.5
11353,9,1,2.5,96.5,1
11354,15,2,8,80,1
11355,43,1,2,338.6,4.2
11356,11,1,8,112,2.5
11357,15,2,8,142.5,33
11358,11,1,8,134,5.5
11359,27.5,1,2,218,1
11360,34.5,2,2,272,6
11361,34.5,2,2,281.6,1.4
11362,34.5,2,2,274,1
11363,34.5,1,8,82,32
11364,13,1,8,141.5,6.5
11365,11,1,8,134,4
11366,15,2,8,114,1
11367,15,2,8,82,2
11368,21.5,1,8,168,4.33333333333333
11369,11,2,8,119.5,1
11370,34.5,2,2,274,29.5
11371,15,2,8,81,3
11372,12.5,1,6,170,4
11373,34.5,2,2,281.4,1
11374,44.75,1,2,336.714285714286,9
11375,11,1,8,140.5,1
11376,34.5,2,2,273,6
11377,11,1,8,170,4
11378,27.5,1,2,218,1.66666666666667
11379,34.5,2,2,272,1
11380,34.5,2,2,274,1
11381,34.5,2,2,287,2
11382,11,1,8,112,1
11383,27,1,2,203,2.75
11384,34.5,2,2,272,3.5
11385,34.5,1,5,142.5,6
11386,34.5,2,2,284.166666666667,1
11387,34.5,2,2,272,6
11388,11,2,8,181,1
11389,34.5,2,2,272,12
11390,11,2,8,42,2
11391,34.5,2,2,278.142857142857,7.42857142857143
11392,34.5,2,2,274,4.83333333333333
11393,34.5,2,2,273,4
11394,15,2,8,108.25,13.75
11395,11,2,8,112,2.5
11396,34.5,2,2,272,1
11397,15,2,8,142.5,8.5
11398,15,2,8,142.5,11.5
11399,34.5,2,2,268.25,5.375
11400,11,1,8,113,1
11401,29.6666666666667,1,2,254.2,1.4
11402,34.5,2,2,276.777777777778,11.5555555555556
11403,15,2,8,82,7
11404,15,2,8,142.5,30
11405,11,1,8,55,1
11406,34,2,2,232,1
11407,34.5,2,2,272,5
11408,13,1,8,141.5,12.25
11409,34.5,2,2,272,1
11410,15,2,8,142.5,1.5
11411,12,1,7,163.5,1
11412,34.5,2,2,272,24
11413,35,4,2,312,1
11414,34.5,2,2,272,14
11415,54,4,2,361,1.5
11416,34.5,2,2,272,25.5
11417,34.5,2,2,272,12.5
11418,34.5,2,2,272,51.5
11419,15,2,8,109,7
11420,34.5,2,2,272,41
11421,15.5,1,5,145.625,1.5
11422,34.5,2,2,278,6.71428571428571
11423,12,1,7,216.25,5.5
11424,34.5,2,2,278.285714285714,23.1428571428571
11425,11,1,8,112,4
11426,15,2,8,142.5,20
11427,11,1,8,134,1
11428,34.5,2,2,273.333333333333,2.33333333333333
11429,11,1,8,135,43
11430,29.6666666666667,1,2,261.8,5.4
11431,11,1,8,113,2.5
11432,54,5,2,360,2
11433,34.5,2,2,286,3.33333333333333
11434,44.75,1,2,344.5,4.83333333333333
11435,11,1,8,97.3333333333333,1.66666666666667
11436,20,1,2,176.5,1
11437,13,1,8,128.4,6.6
11438,11,1,8,134,2.5
11439,11,2,8,130.5,4.5
11440,29.6666666666667,1,2,244.125,1
11441,15,2,8,142.5,7
11442,43,1,2,330.5,17.3333333333333
11443,34.5,2,2,273.5,13.5
11444,13,1,8,140.5,9
11445,35,4,2,310.666666666667,1.66666666666667
11446,11,1,8,112,2.5
11447,34.5,2,2,272,1
11448,11,2,8,112.666666666667,1.66666666666667
11449,22.5,4,7,305.5,3.5
11450,11,1,8,68,1
11451,11,2,8,195,2
11452,13,1,8,138.333333333333,5
11453,11,1,8,130,2.25
11454,20,1,2,176.5,1
11455,34.5,2,2,287,2.33333333333333
11456,15,2,8,142.5,2
11457,14,1,8,225.5,2
11458,15.5,1,5,144.75,1.5
11459,11,1,8,135,2
11460,13,1,8,137.25,12.5
11461,11,1,8,170,1
11462,27.5,1,2,218,2.33333333333333
11463,34.5,2,2,273.333333333333,90.6666666666667
11464,13,1,8,141.5,3.5
11465,34.5,2,2,273,2
11466,10.5,2,4.5,80,2
11467,11,1,8,134,7
11468,13,1,8,142.5,5
11469,29.6666666666667,1,2,259.9,1.9
11470,34.5,2,2,281,17.6
11471,34.5,2,2,273.333333333333,2.5
11472,13,1,8,138.333333333333,6
11473,20,1,2,176.5,1
11474,16,1,5,145.25,3.75
11475,11,1,8,134,50.5
11476,34.5,2,2,272,18
11477,34.5,2,2,281.125,56.75
11478,12,1,7,182,4.8
11479,34.5,2,2,279.6,20.8
11480,34.5,2,2,273.333333333333,2.83333333333333
11481,34,2,2,232,1
11482,20,1,2,134,1
11483,11,1,8,87,1
11484,34.5,2,2,265.4,1.4
11485,13,1,8,132,4
11486,34.5,2,2,272,61.5
11487,34.5,2,2,269.5,2.5
11488,27.5,1,2,218,1.66666666666667
11489,21.5,1,8,143,3.25
11490,27.5,1,2,217.5,1
11491,34.5,2,2,272,1
11492,15,2,8,142.5,27
11493,25,1,5,206.222222222222,3
11494,34.5,2,2,274,13.5
11495,15,2,8,71,2
11496,10.5,1,5.5,70.75,1
11497,15,2,8,142.5,6
11498,13,1,8,105.333333333333,8
11499,43,1,2,330.5,3.33333333333333
11500,15,2,8,80,4
11501,13,1,8,118,17
11502,20,1,2,134,1
11503,11,1,8,134,4.5
11504,34.5,2,2,286.166666666667,3.83333333333333
11505,34.5,2,2,272,1
11506,34.5,2,2,273.333333333333,4.66666666666667
11507,34.5,2,2,272,6
11508,43,1,2,278.5,4.125
11509,11,1,8,113,2
11510,11,1,8,141.5,4
11511,35,4,2,129,1
11512,11,2,8,87,2
11513,11,4,8,86,1
11514,13,1,8,138.333333333333,15.5
11515,13,1,8,121.375,8.875
11516,27.5,1,2,218,1
11517,12,1,7,216.25,1.5
11518,11,1,8,119,1
11519,12,1,7,216.25,1.75
11520,11,1,8,68,1
11521,34.5,2,2,272,5
11522,17.3333333333333,1,5,157.583333333333,3.41666666666667
11523,35,4,2,312,1
11524,11,2,8,81,1
11525,11,1,8,197.666666666667,1.33333333333333
11526,15,2,8,142.5,7.5
11527,11,1,8,135,5
11528,34.5,2,2,272,1
11529,34.5,2,2,273,8
11530,34.5,2,2,272,4
11531,11,1,8,54,1
11532,15,2,8,142.5,3.5
11533,18.6666666666667,2,7.5,220.75,1.75
11534,13,1,8,121,3.33333333333333
11535,11,1,8,112,1.5
11536,34.5,2,2,275,93
11537,11,1,8,112,1
11538,20,1,2,134,1
11539,13,1,8,142.5,11.5
11540,11,4,8,73,1
11541,34.5,2,2,283.666666666667,1
11542,13,1,8,137.25,27.75
11543,11,2,8,125.666666666667,8
11544,34.5,2,2,272,2
11545,11,1,8,112,2.5
11546,32.5,1,5,201.571428571429,15.4285714285714
11547,26.6666666666667,1,5,137.25,4.5
11548,26.6666666666667,1,5,254.2,1.4
11549,20,1,2,134,1
11550,34.5,2,2,273,2
11551,11,1,8,113,1
11552,15.5,1,8,316,1.66666666666667
11553,34.5,2,2,272,3
11554,11,1,8,123.5,4.75
11555,11,1,8,195,2
11556,15,2,8,142.5,13
11557,54,4,2,361,1
11558,34.5,2,2,272,1
11559,13,1,8,140.5,1.5
11560,34.5,2,2,272,12
11561,15,2,8,82,44
11562,29.6666666666667,1,2,238.083333333333,4.08333333333333
11563,34.5,2,2,272,11.1111111111111
11564,34.5,2,8,82,2
11565,15,2,8,82,2
11566,34.5,2,2,271,1.875
11567,15,2,8,142.5,18
11568,34.5,2,2,272,3
11569,20,1,2,176.5,2
11570,43,1,2,330.5,5.83333333333333
11571,34.5,2,2,272,3
11572,11,1,8,113,6.5
11573,34.5,2,2,272,2
11574,35,4,2,313.333333333333,1
11575,34.5,2,2,283.666666666667,1.66666666666667
11576,13,1,8,121,3.33333333333333
11577,15,2,8,68,12
11578,13,1,8,137.25,19.25
11579,13,1,8,141.5,10
11580,12,1,7,165.666666666667,2
11581,13,1,8,140.5,5.5
11582,34.5,2,2,269.5,1
11583,13,1,8,116,22.6666666666667
11584,34.5,2,2,273,4
11585,38.5,4,2,365,1
11586,15.6666666666667,4,6.33333333333333,147.5,1.25
11587,34.5,2,2,269.5,1
11588,15,2,8,142.5,49
11589,13,1,8,137.25,56.5
11590,20,1,2,176.5,1
11591,34.5,2,2,273,1
