id,sum_et,sum_st,sum_rt,sum_lf,sum_vol
11585,77,4,2,365,1
11586,47,4,19,590,5
11587,69,2,2,1078,4
11588,15,2,8,285,98
11589,26,1,8,549,226
11590,20,1,2,353,2
11591,69,2,2,546,2
11592,20,1,2,353,4
11593,20,1,2,353,4
11594,69,2,2,860,17
11595,81,1,27,1051,47
11596,35,4,2,625,3
11597,26,1,8,356,31
11598,69,2,2,544,15
11599,11,1,8,224,2
11600,11,1,8,209,1
11601,69,2,2,1086,85
11602,11,1,8,268,44
11603,69,1,8,285,8
11604,20,1,2,353,2
11605,49,1,20,662,12
11606,11,1,8,238,3
11607,20,1,2,353,3
11608,24,1,14,341,4
11609,15,2,8,201,2
11610,69,2,2,857,18
11611,11,1,8,55,1
11612,80,1,10,264,2
11613,69,2,2,544,20
11614,24,1,14,865,6
11615,34,2,2,459,2
11616,45,4,7,833,6
11617,20,1,2,353,4
11618,69,2,2,779,3
11619,69,2,2,1076,82
11620,15,2,8,82,14
11621,35,4,2,441,3
11622,15,2,8,233,8
11623,69,2,2,2174,51
11624,11,1,8,283,4
11625,11,1,8,515,26
11626,69,2,2,1078,5
11627,26,1,8,346,60
11628,26,1,8,566,29
11629,69,2,2,1624,8
11630,26,1,8,566,22
11631,11,2,8,268,6
11632,69,2,2,544,6
11633,69,2,2,544,4
11634,11,1,8,171,1
11635,69,2,2,544,5
11636,11,1,8,209,6
11637,80,1,10,1601,11
11638,35,4,2,932,3
11639,69,2,2,771,30
11640,89,1,2,1732,18
11641,69,2,2,770,3
11642,69,2,2,544,16
11643,26,1,8,356,38
11644,11,1,8,66,2
11645,55,1,2,435,2
11646,11,1,8,224,2
11647,69,2,2,1940,34
11648,24,1,14,740,5
11649,69,2,2,1397,12
11650,15,2,8,285,53
11651,69,2,2,1078,4
11652,11,2,8,44,1
11653,26,1,8,80,4
11654,25,2,12,46,2
11655,69,2,2,1086,110
11656,69,2,2,851,80
11657,89,1,2,656,3
11658,15,2,8,285,18
11659,15,2,8,285,22
11660,11,2,8,171,1
11661,41,2,17,347,4
11662,26,1,8,285,45
11663,11,1,8,224,4
11664,26,1,8,356,51
11665,69,2,2,544,55
11666,69,2,2,1624,45
11667,80,1,10,509,6
11668,26,1,8,285,24
11669,69,2,2,544,150
11670,26,1,8,549,16
11671,15,2,8,285,43
11672,15,2,8,82,2
11673,11,1,8,283,5
11674,21,1,11,450,49
11675,10,4,3,77,2
11676,26,1,8,566,63
11677,24,1,14,565,11
11678,56,1,2,1369,6
11679,69,2,2,1640,71
11680,11,1,8,224,80
11681,26,1,8,228,6
11682,11,1,8,544,15
11683,30,1,13,435,3
11684,24,1,14,592,16
11685,15,2,8,566,49
11686,31,1,10,417,8
11687,11,1,8,224,9
11688,69,2,2,544,122
11689,69,2,2,544,2
11690,11,1,8,327,42
11691,69,2,2,544,24
11692,11,1,8,593,4
11693,69,2,2,1640,22
11694,11,1,8,296,12
11695,69,2,2,544,47
11696,67,1,21,2177,41
11697,69,2,2,544,29
11698,24,1,14,1089,31
11699,82,1,2,353,2
11700,38,1,18,467,7
11701,69,2,2,845,4
11702,69,2,2,544,3
11703,15,2,8,285,5
11704,11,1,8,224,6
11705,129,1,2,1983,29
11706,24,1,14,341,3
11707,86,1,2,1318,32
11708,11,1,8,73,3
11709,129,1,2,2352,427
11710,101,1,10,2371,12
11711,45,2,10,431,3
11712,69,2,2,544,2
11713,69,2,2,544,146
11714,24,1,14,842,15
11715,69,2,2,546,2
11716,69,2,2,544,5
11717,26,1,8,363,7
11718,15,2,8,285,10
11719,69,2,2,1943,65
11720,69,2,2,1626,9
11721,69,2,2,544,4
11722,11,1,8,292,4
11723,15,2,8,285,19
11724,15,2,8,71,2
11725,11,1,8,224,25
11726,11,1,8,377,450
11727,69,2,2,2176,123
11728,15,2,8,285,43
11729,11,4,8,54,2
11730,15,2,8,80,2
11731,69,2,2,1012,4
11732,69,2,2,1078,4
11733,69,2,2,544,12
11734,24,1,14,713,104
11735,129,1,2,1983,27
11736,11,1,8,268,37
11737,31,1,10,704,112
11738,46,1,10,709,51
11739,69,2,2,1076,36
11740,11,1,8,68,1
11741,69,2,2,1640,46
11742,80,1,8,356,55
11743,15,2,8,285,17
11744,69,2,2,1630,26
11745,11,1,8,268,3
11746,38,1,18,910,10
11747,69,2,2,2722,52
11748,69,2,2,1090,57
11749,63,4,8,559,2
11750,69,2,2,2174,284
11751,69,2,2,544,2
11752,69,2,2,857,120
11753,33,4,15,718,12
11754,26,1,8,549,23
11755,11,4,8,70,2
11756,69,2,2,544,82
11757,11,1,8,226,16
11758,15,2,8,285,12
11759,69,2,2,544,70
11760,11,1,8,226,22
11761,69,2,2,544,16
11762,34,2,15,801,9
11763,48,2,19,598,4
11764,11,1,8,261,8
11765,80,1,10,627,20
11766,26,1,8,566,58
11767,11,1,8,279,20
11768,26,1,8,264,4
11769,11,1,8,446,4
11770,26,1,8,566,40
11771,69,2,2,1640,637
11772,69,1,10,285,33
11773,24,1,14,511,16
11774,11,1,8,68,2
11775,26,1,8,356,30
11776,18,2,9,68,2
11777,69,2,2,544,15
11778,26,1,8,795,104
11779,11,1,8,73,1
11780,69,2,2,851,5
11781,11,1,8,268,4
11782,31,1,10,949,22
11783,69,2,2,1624,19
11784,26,1,8,549,22
11785,69,2,2,1626,6
11786,69,2,2,1630,11
11787,15,2,8,82,2
11788,31,1,16,911,4
11789,11,1,8,268,3
11790,26,1,8,236,17
11791,86,1,2,1318,65
11792,11,2,8,76,1
11793,69,2,2,1170,31
11794,11,1,8,68,1
11795,15,2,8,285,9
11796,15,2,8,228,3
11797,25,1,12,210,4
11798,69,1,8,285,13
11799,55,1,2,654,5
11800,34,2,2,459,2
11801,34,1,15,360,3
11802,69,2,2,1076,110
11803,11,4,8,224,4
11804,66,1,12,793,18
11805,69,2,2,544,18
11806,69,2,2,548,24
11807,11,1,8,296,2
11808,11,1,8,281,4
11809,38,4,2,317,1
11810,69,2,2,544,6
11811,55,1,2,435,2
11812,26,1,8,549,86
11813,69,2,2,3046,79
11814,69,2,8,285,43
11815,69,2,2,2479,123
11816,11,2,8,226,3
11817,38,1,18,1035,13
11818,15,2,8,285,30
11819,43,1,8,795,29
11820,129,1,2,1983,74
11821,69,2,2,1630,267
11822,69,2,2,544,2
11823,69,2,2,544,33
11824,69,2,8,71,1
11825,42,1,24,1325,7
11826,11,1,8,268,4
11827,81,1,2,3044,54
11828,26,1,8,285,32
11829,11,2,8,268,3
11830,11,1,8,566,11
11831,69,2,2,544,7
11832,11,1,8,268,20
11833,20,1,2,353,2
11834,69,2,2,347,2
11835,20,1,2,353,2
11836,131,1,2,1696,21
11837,11,1,8,161,1
11838,69,2,2,544,39
11839,69,2,2,1096,5
11840,46,1,10,634,5
11841,69,2,2,544,19
11842,54,4,2,722,23
11843,90,1,19,888,8
11844,56,1,2,656,3
11845,46,1,10,638,13
11846,26,1,8,549,18
11847,11,1,8,261,4
11848,129,1,2,2228,407
11849,69,2,2,2252,99
11850,69,2,2,1947,36
11851,26,1,8,538,109
11852,34,2,2,235,1
11853,15,2,8,285,15
11854,69,2,2,544,55
11855,66,2,15,785,6
11856,69,2,2,2483,426
11857,69,2,2,862,4
11858,69,2,2,544,4
11859,69,1,8,82,18
11860,89,1,2,1286,14
11861,11,1,8,170,2
11862,86,1,2,1318,44
11863,11,1,8,54,1
11864,69,2,2,1640,16
11865,11,1,8,228,2
11866,69,2,2,1090,17
11867,54,1,2,720,6
11868,20,1,2,353,2
11869,80,1,8,549,16
11870,15,2,8,285,15
11871,69,2,2,1867,11
11872,11,1,8,209,2
11873,15,2,8,82,12
11874,24,1,14,865,10
11875,15,2,8,285,55
11876,26,1,8,264,8
11877,69,2,2,1078,10
11878,15,2,8,285,7
11879,69,2,2,1076,14
11880,69,2,2,544,20
11881,69,2,2,544,39
11882,69,2,2,1624,14
11883,11,1,8,55,1
11884,69,2,2,1624,6
11885,11,2,8,159,3
11886,11,1,8,239,3
11887,11,1,8,270,3
11888,69,2,2,544,73
11889,26,1,8,285,30
11890,69,2,2,1624,20
11891,69,2,2,779,31
11892,26,1,8,285,30
11893,69,2,2,544,4
11894,69,2,2,1640,21
11895,26,1,8,363,17
11896,15,2,8,566,19
11897,11,1,8,763,20
11898,69,2,2,548,54
11899,11,1,8,224,9
11900,69,2,2,544,62
11901,11,1,8,268,7
11902,69,2,2,1630,46
11903,15,2,8,285,24
11904,11,1,8,268,8
11905,69,2,2,1078,34
11906,69,2,2,851,59
11907,80,2,10,1218,138
11908,69,2,2,544,8
11909,11,1,8,224,2
11910,42,2,2,283,1
11911,11,1,8,224,4
11912,11,2,8,283,4
11913,80,1,10,285,13
11914,15,2,8,228,2
11915,11,1,8,296,3
11916,69,2,2,544,12
11917,69,2,2,857,34
11918,69,2,2,544,3
11919,20,1,2,219,1
11920,69,2,2,1630,107
11921,34,2,15,381,2
11922,35,4,2,940,3
11923,69,2,2,845,3
11924,69,2,2,849,3
11925,11,1,8,87,2
11926,11,1,8,199,6
11927,26,1,8,346,13
11928,11,1,8,74,1
11929,11,1,8,286,3
11930,69,2,2,544,11
11931,26,1,8,830,28
11932,35,4,2,619,2
11933,129,1,2,1983,52
11934,11,1,8,224,7
11935,69,2,2,1947,24
11936,69,2,2,544,29
11937,69,2,2,1624,38
11938,26,1,8,689,406
11939,15,2,8,549,14
11940,35,4,2,613,3
11941,69,1,10,566,42
11942,35,4,2,932,11
11943,69,2,2,544,86
11944,22,4,7,304,1
11945,15,2,8,285,12
11946,69,2,2,1389,9
11947,89,1,2,1579,13
11948,69,2,2,3027,268
11949,69,2,2,2174,15
11950,69,2,2,1943,13
11951,69,2,2,1640,343
11952,69,2,2,4190,718
11953,80,1,8,153,9
11954,102,1,19,1821,24
11955,69,2,2,857,4
11956,69,2,2,1325,6
11957,69,2,2,1405,63
11958,69,2,2,2269,117
11959,69,2,2,779,18
11960,69,2,2,1398,241
11961,44,1,9,1473,93
11962,35,4,2,932,3
11963,11,1,8,377,46
11964,86,1,2,1318,46
11965,11,1,8,268,3
11966,69,1,8,356,25
11967,69,2,2,851,7
11968,26,1,8,836,46
11969,11,1,8,161,1
11970,69,2,2,1090,7
11971,26,1,8,819,28
11972,179,1,2,2357,29
11973,26,1,8,549,19
11974,11,2,8,55,1
11975,89,1,2,875,4
11976,46,1,10,634,7
11977,11,1,8,224,8
11978,69,2,2,544,6
11979,69,2,2,1092,6
11980,69,2,2,544,48
11981,15,2,8,365,13
11982,69,2,2,2174,29
11983,31,1,10,579,7
11984,69,2,2,544,6
11985,15,2,8,264,5
11986,26,1,8,1163,635
11987,80,1,10,509,5
11988,24,1,14,520,4
11989,11,1,8,224,43
11990,11,1,8,55,1
11991,11,1,8,80,1
11992,69,2,2,544,172
11993,11,1,8,268,48
11994,25,1,12,224,5
11995,179,1,2,2357,19
11996,11,1,8,637,16
11997,55,1,2,654,3
11998,69,2,2,544,6
11999,20,1,2,134,1
12000,26,1,8,830,57
12001,11,2,8,181,1
12002,11,1,8,283,3
12003,31,1,8,623,15
12004,129,1,2,1693,21
12005,11,1,8,281,6
12006,89,1,2,1505,122
12007,69,2,2,1640,18
12008,69,2,2,544,26
12009,11,1,8,268,3
12010,69,2,2,544,2
12011,69,2,2,544,15
12012,20,1,2,353,4
12013,69,2,2,1398,9
12014,11,1,8,377,104
12015,24,1,14,842,17
12016,69,2,2,1076,109
12017,15,2,8,233,26
12018,69,2,2,544,13
12019,69,2,2,544,14
12020,69,2,2,544,6
12021,11,1,8,531,6
12022,50,1,2,663,2
12023,80,1,10,549,43
12024,69,2,2,1951,16
12025,129,4,2,1119,3
12026,15,2,8,162,4
12027,69,2,2,1618,6
12028,69,2,2,1078,8
12029,26,1,8,80,2
12030,52,1,17,889,8
12031,69,2,2,522,3
12032,69,2,2,1640,57
12033,69,2,2,544,4
12034,41,2,17,540,10
12035,15,2,8,285,17
12036,11,1,8,238,3
12037,20,1,2,353,2
12038,69,2,2,544,2
12039,69,2,2,1092,22
12040,26,1,8,549,11
12041,11,4,8,195,2
12042,69,2,2,1090,40
12043,69,2,2,1640,27
12044,69,2,2,777,3
12045,55,1,2,654,3
12046,56,1,15,686,45
12047,69,2,2,1377,9
12048,11,1,8,551,8
12049,11,1,8,224,6
12050,20,1,2,353,2
12051,65,1,8,281,2
12052,20,1,2,134,1
12053,24,1,14,341,2
12054,26,1,8,281,11
12055,15,2,8,363,4
12056,69,2,2,1947,30
12057,69,2,2,544,12
12058,11,1,8,401,416
12059,20,1,2,353,2
12060,80,1,10,549,34
12061,11,1,8,170,2
12062,43,1,8,540,3
12063,15,2,8,71,3
12064,11,1,8,377,3
12065,26,1,8,566,54
12066,69,2,2,1096,8
12067,67,1,2,1008,13
12068,50,1,2,663,2
12069,69,2,2,1630,8
12070,11,2,8,54,1
12071,86,1,2,1318,18
12072,20,1,2,353,2
12073,20,1,2,353,2
12074,26,1,8,549,74
12075,15,2,8,285,20
12076,69,2,2,544,28
12077,80,1,10,402,30
12078,15,2,8,285,18
12079,11,1,8,710,44
12080,69,2,2,1090,18
12081,21,1,2,135,1
12082,11,1,8,224,5
12083,34,2,2,459,2
12084,11,1,8,268,31
12085,69,2,2,544,18
12086,11,2,8,70,5
12087,26,1,8,285,14
12088,15,2,8,549,45
12089,69,2,2,1626,6
12090,15,2,8,285,34
12091,15,2,8,365,16
12092,69,2,2,522,5
12093,11,1,8,54,3
12094,69,2,2,544,14
12095,69,2,2,546,22
12096,129,1,2,1693,22
12097,11,1,8,337,772
12098,15,2,8,82,9
12099,65,1,8,226,3
12100,69,2,2,1640,43
12101,15,2,8,285,15
12102,11,2,8,238,10
12103,11,1,8,50,1
12104,69,2,2,1790,6
12105,11,1,8,195,2
12106,34,2,15,801,19
12107,11,1,8,283,12
12108,15,2,8,82,14
12109,31,1,10,219,3
12110,34,2,2,459,2
12111,11,1,8,597,27
12112,15,2,8,82,6
12113,15,2,8,285,24
12114,69,2,2,544,14
12115,15,1,8,299,3
12116,11,1,8,170,1
12117,15,2,8,285,73
12118,69,2,2,1076,10
12119,69,2,2,544,3
12120,69,2,2,544,12
12121,86,1,2,1318,30
12122,68,1,21,650,4
12123,26,1,8,1163,995
12124,34,1,15,447,4
12125,20,1,2,134,1
12126,15,2,8,285,45
12127,40,5,12,504,3
12128,15,2,8,285,42
12129,11,1,8,244,2
12130,11,1,8,377,125
12131,48,1,9,449,5
12132,69,2,2,544,7
12133,26,1,8,346,10
12134,35,4,2,310,1
12135,69,2,2,1076,8
12136,35,1,10,504,27
12137,15,2,8,285,11
12138,69,2,2,1640,427
12139,69,2,2,851,30
12140,69,2,2,1169,369
12141,26,1,8,319,209
12142,11,1,8,201,2
12143,69,2,2,2170,369
12144,69,2,2,544,2
12145,199,1,2,1314,12
12146,80,1,10,555,28
12147,11,1,8,170,6
12148,11,1,8,226,6
12149,49,1,14,720,3
12150,20,1,2,353,2
12151,26,1,8,549,39
12152,15,2,8,285,41
12153,26,1,8,549,17
12154,69,2,2,1640,12
12155,11,1,8,224,16
12156,69,2,2,2174,32
12157,69,2,2,860,34
12158,69,2,2,1640,76
12159,11,1,8,238,2
12160,35,4,2,312,2
12161,25,2,12,54,2
12162,21,1,2,220,1
12163,20,1,2,353,2
12164,69,2,2,544,162
12165,11,1,8,714,15
12166,15,2,8,365,44
12167,69,2,2,2174,18
12168,11,1,8,224,3
12169,11,1,8,68,2
12170,11,1,8,216,2
12171,15,2,8,285,38
12172,20,1,2,353,2
12173,11,1,8,509,8
12174,69,2,2,1090,6
12175,69,2,2,544,38
12176,26,1,8,865,20
12177,69,2,2,544,2
12178,15,2,8,285,43
12179,11,1,8,296,4
12180,52,1,17,1170,57
12181,24,1,14,395,6
12182,34,2,2,459,2
12183,69,2,2,1094,7
12184,69,2,2,1640,10
12185,24,1,14,341,3
12186,86,1,17,997,12
12187,69,2,2,1640,17
12188,69,2,2,544,27
12189,55,1,2,665,3
12190,69,2,2,1096,5
12191,13,1,6,273,1
12192,15,2,8,162,3
12193,69,2,2,544,17
12194,15,2,8,365,11
12195,35,4,2,1015,4
12196,15,2,8,285,11
12197,69,2,2,522,2
12198,26,1,8,677,146
12199,26,1,8,566,12
12200,129,1,2,1983,48
12201,69,2,2,1076,98
12202,15,2,8,285,50
12203,69,2,2,1624,10
12204,69,2,2,550,8
12205,50,4,2,374,1
12206,34,2,2,459,2
12207,69,2,2,1640,554
12208,11,1,8,226,5
12209,15,2,8,281,4
12210,69,2,2,1391,7
12211,69,2,2,1078,17
12212,69,2,2,544,98
12213,15,2,8,82,10
12214,15,2,8,365,17
12215,69,2,2,2174,12
12216,69,2,2,2791,18
12217,69,2,2,1090,182
12218,69,2,2,1624,9
12219,11,1,8,264,2
12220,11,1,8,54,2
12221,69,2,2,544,11
12222,11,1,8,171,2
12223,69,2,2,544,6
12224,15,2,8,285,8
12225,11,1,8,517,4
12226,11,1,8,261,12
12227,26,1,8,285,25
12228,26,1,8,264,17
12229,15,2,8,82,2
12230,69,2,2,1391,5
12231,34,2,2,459,2
12232,69,1,10,285,8
12233,11,1,8,377,54
12234,86,1,2,1318,77
12235,15,2,8,285,10
12236,11,1,8,54,1
12237,80,1,10,1775,38
12238,15,2,8,356,32
12239,26,1,8,281,9
12240,129,2,2,1409,18
12241,11,2,8,44,1
12242,35,4,2,312,1
12243,34,2,15,381,2
12244,11,2,8,74,1
12245,11,1,8,252,4
12246,35,4,2,312,1
12247,69,2,2,544,30
12248,69,2,2,1092,6
12249,15,2,8,572,9
12250,69,2,2,544,13
12251,15,2,8,285,20
12252,69,2,2,1630,268
12253,24,1,14,497,4
12254,11,1,8,170,1
12255,65,1,10,283,5
12256,69,2,2,544,14
12257,69,2,2,1078,6
12258,26,1,8,365,17
12259,41,2,17,889,5
12260,69,2,2,550,356
12261,11,1,8,292,29
12262,69,2,2,544,15
12263,26,1,8,264,14
12264,24,1,14,520,5
12265,15,2,8,285,15
12266,80,1,10,351,13
12267,11,2,8,283,6
12268,11,1,8,468,12
12269,76,1,17,1211,17
12270,26,1,8,566,21
12271,69,2,2,544,15
12272,69,2,2,544,3
12273,11,1,8,224,5
12274,80,1,10,228,2
12275,15,2,8,285,13
12276,15,2,8,637,18
12277,26,1,8,1058,225
12278,15,2,8,82,28
12279,89,1,2,1505,19
12280,11,1,8,224,2
12281,69,2,2,1090,8
12282,26,1,8,80,2
12283,11,1,8,588,7
12284,11,1,8,224,14
12285,11,2,8,73,1
12286,11,1,8,261,7
12287,69,2,2,1630,46
12288,77,4,2,365,1
12289,69,2,2,1640,34
12290,69,2,2,544,10
12291,11,1,8,226,14
12292,69,2,2,1090,4
12293,69,2,2,1391,5
12294,86,1,2,1318,56
12295,35,4,2,920,3
12296,69,2,2,544,19
12297,26,1,8,264,248
12298,35,4,2,628,3
12299,15,2,8,285,12
12300,69,2,2,1391,7
12301,69,2,2,522,2
12302,69,2,2,1640,26
12303,15,2,8,153,20
12304,15,2,8,285,8
12305,69,2,2,522,2
12306,69,2,2,544,6
12307,26,1,8,156,16
12308,26,1,8,352,5
12309,69,2,2,1640,24
12310,20,1,2,353,2
12311,15,2,8,285,11
12312,20,1,2,353,2
12313,265,1,2,2979,98
12314,11,1,8,541,12
12315,129,1,2,1983,33
12316,69,2,2,1078,6
12317,69,2,2,544,28
12318,11,2,8,302,3
12319,69,2,2,544,28
12320,11,2,8,54,1
12321,69,2,2,1630,375
12322,15,2,8,285,10
12323,15,2,8,285,12
12324,24,1,14,341,4
12325,20,1,2,353,4
12326,68,1,21,869,10
12327,11,1,8,195,1
12328,69,2,2,1398,36
12329,86,1,2,1318,12
12330,26,1,8,153,42
12331,18,1,9,770,40
12332,69,2,2,1401,299
12333,65,2,10,170,1
12334,26,1,8,281,22
12335,11,2,8,170,1
12336,69,1,10,162,7
12337,30,5,9,351,6
12338,26,1,8,549,165
12339,69,2,2,1640,18
12340,69,2,2,544,11
12341,11,1,8,268,8
12342,69,2,2,2480,192
12343,24,1,14,842,4
12344,13,1,6,618,2
12345,24,1,14,399,4
12346,35,4,2,312,1
12347,15,2,8,162,7
12348,34,2,2,232,2
12349,15,2,8,285,22
12350,69,2,2,544,21
12351,20,1,2,353,3
12352,11,1,8,268,27
12353,15,2,8,82,26
12354,11,1,8,73,3
12355,69,2,2,1090,55
12356,11,1,8,216,4
12357,69,2,2,1934,69
12358,11,2,8,207,1
12359,69,2,2,1078,4
12360,54,4,2,722,2
12361,15,2,8,285,11
12362,69,2,2,1096,12
12363,15,2,8,285,6
12364,55,1,2,1273,9
12365,11,1,8,226,8
12366,11,1,8,761,8
12367,11,1,8,764,43
12368,69,2,2,544,2
12369,55,1,2,654,5
12370,11,2,8,226,4
12371,13,1,6,618,2
12372,69,2,2,1630,30
12373,11,1,8,520,6
12374,69,2,2,1096,4
12375,35,4,2,312,2
12376,22,2,9,534,17
12377,11,1,8,218,2
12378,25,1,12,263,4
12379,35,4,2,618,2
12380,11,2,8,268,23
12381,69,2,2,4896,502
12382,11,1,8,377,31
12383,24,1,14,592,12
12384,11,1,8,226,9
12385,26,1,8,566,57
12386,80,1,10,1948,28
12387,65,1,10,170,1
12388,26,1,8,566,49
12389,11,1,8,54,1
12390,11,1,8,353,5
12391,26,1,8,365,30
12392,35,4,2,619,2
12393,56,2,15,800,10
12394,11,1,8,224,3
12395,89,1,2,875,4
12396,15,2,8,233,20
12397,11,1,8,283,4
12398,15,2,8,285,22
12399,69,2,2,522,4
12400,80,1,10,549,32
12401,11,2,8,85,2
12402,11,2,8,73,1
12403,69,2,2,544,12
12404,11,1,8,764,70
12405,69,2,2,1640,23
12406,15,2,8,285,43
12407,174,1,2,2071,15
12408,11,1,8,520,9
12409,69,2,2,1078,8
12410,35,4,2,619,2
12411,23,4,7,529,4
12412,69,2,2,544,61
12413,11,1,8,268,8
12414,69,2,2,1078,4
12415,69,2,2,851,6
12416,69,2,2,544,46
12417,129,1,2,1983,49
12418,24,1,2,557,4
12419,69,2,2,4429,191
12420,34,2,15,578,6
12421,69,2,2,1947,48
12422,35,4,2,312,2
12423,25,1,12,210,2
12424,69,2,2,1630,404
12425,97,1,2,814,370
12426,26,1,8,264,3
12427,26,1,8,285,8
12428,56,1,15,582,3
12429,69,2,2,544,9
12430,69,2,2,771,4
12431,69,2,2,857,191
12432,15,2,8,285,53
12433,69,2,2,544,2
12434,11,1,8,268,5
12435,69,2,2,1624,23
12436,11,1,8,170,4
12437,20,1,2,134,1
12438,25,2,12,68,2
12439,55,1,2,654,3
12440,86,1,2,1318,17
12441,47,1,21,1618,20
12442,15,2,8,162,39
12443,80,1,10,777,24
12444,69,2,2,546,6
12445,42,1,24,1427,6
12446,24,1,14,634,6
12447,69,2,2,544,20
12448,69,2,2,861,9
12449,11,1,8,377,22
12450,15,2,8,82,20
12451,11,1,8,74,1
12452,42,2,2,283,2
12453,11,1,8,764,45
12454,26,1,8,549,237
12455,69,2,2,546,9
12456,11,1,8,73,1
12457,35,4,2,301,2
12458,45,1,10,371,3
12459,11,1,8,238,4
12460,89,1,2,1505,19
12461,35,4,2,619,2
12462,69,2,2,544,8
12463,69,1,10,264,5
12464,69,2,2,1092,30
12465,80,1,10,629,83
12466,15,2,8,356,27
12467,11,1,8,170,1
12468,69,2,2,1078,6
12469,11,1,8,136,3
12470,48,1,19,469,3
12471,55,1,2,654,3
12472,89,1,2,1419,8
12473,15,2,8,433,45
12474,15,2,8,285,53
12475,69,2,2,544,25
12476,89,1,2,875,4
12477,69,2,2,1624,28
12478,69,2,2,1697,9
12479,26,1,8,549,14
12480,20,1,2,353,4
12481,11,1,8,424,10
12482,15,2,8,281,4
12483,30,5,9,351,5
12484,69,2,2,548,128
12485,69,2,2,544,60
12486,11,1,8,316,10
12487,11,1,8,377,20
12488,48,1,19,516,14
12489,15,2,8,566,15
12490,11,1,8,71,1
12491,55,1,2,435,2
12492,69,2,2,546,2
12493,89,1,2,1200,7
12494,69,2,2,544,89
12495,15,2,8,82,4
12496,15,2,8,264,8
12497,11,1,8,296,2
12498,69,2,2,851,3
12499,15,2,8,285,6
12500,11,2,8,252,2
12501,25,4,12,68,1
12502,26,1,8,549,19
12503,11,2,8,87,3
12504,24,1,14,341,2
12505,69,2,2,544,35
12506,11,1,8,347,416
12507,48,1,19,516,5
12508,69,2,2,1172,5
12509,69,2,2,1640,24
12510,69,2,2,1640,26
12511,26,1,8,281,3
12512,69,2,2,2182,48
12513,76,4,15,1190,10
12514,69,2,2,1078,9
12515,11,2,8,70,4
12516,11,1,8,195,2
12517,11,1,8,226,3
12518,69,2,2,1630,145
12519,11,1,8,224,17
12520,11,2,8,68,1
12521,26,1,8,281,2
12522,15,2,8,285,19
12523,69,1,10,162,6
12524,11,1,8,170,1
12525,56,2,15,1023,21
12526,69,2,2,2174,25
12527,26,1,8,545,21
12528,34,2,15,381,3
12529,60,1,11,569,13
12530,11,1,8,377,102
12531,35,4,2,312,1
12532,11,1,8,362,11
12533,69,2,2,1090,39
12534,69,2,2,544,7
12535,15,2,8,285,28
12536,11,1,8,224,6
12537,15,2,8,82,48
12538,15,2,8,285,6
12539,11,1,8,195,1
12540,69,2,2,1640,231
12541,54,1,17,515,9
12542,15,2,8,285,17
12543,69,2,2,544,6
12544,11,1,8,54,1
12545,11,2,8,73,1
12546,50,4,2,374,2
12547,11,1,8,44,1
12548,69,2,2,2499,120
12549,11,1,8,54,3
12550,69,2,10,281,7
12551,42,1,24,1416,11
12552,11,1,8,268,3
12553,69,2,2,548,20
12554,26,1,8,566,25
12555,26,1,8,356,46
12556,129,1,2,1983,16
12557,69,2,2,1090,4
12558,69,2,2,544,11
12559,69,2,2,544,4
12560,69,2,2,544,20
12561,11,2,8,73,2
12562,31,1,10,305,2
12563,11,2,8,268,29
12564,11,1,8,183,1
12565,15,2,8,82,6
12566,20,1,2,353,4
12567,31,1,10,579,58
12568,35,4,2,301,2
12569,26,1,8,566,11
12570,69,2,2,1634,60
12571,15,2,8,285,28
12572,69,2,2,544,16
12573,11,1,8,261,3
12574,11,1,8,268,68
12575,69,2,2,5203,127
12576,271,1,2,2645,463
12577,11,1,8,226,3
12578,69,2,2,1172,267
12579,35,4,2,94,1
12580,20,1,2,134,1
12581,35,4,2,920,3
12582,22,4,7,303,1
12583,11,2,8,55,1
12584,69,2,2,1640,6
12585,77,1,15,306,4
12586,69,2,2,1706,46
12587,11,2,8,68,1
12588,11,2,8,268,5
12589,11,1,8,270,2
12590,26,1,8,285,63
12591,11,1,8,268,5
12592,26,1,8,285,45
12593,43,1,8,572,4
12594,69,2,2,1397,5
12595,69,2,2,2174,14
12596,35,4,2,312,1
12597,56,2,15,1105,13
12598,69,2,2,522,2
12599,86,4,2,744,8
12600,69,2,2,1640,22
12601,86,4,2,744,6
12602,65,1,10,1113,11
12603,69,2,2,2174,44
12604,86,4,2,744,12
12605,69,2,2,1859,15
12606,26,1,8,71,5
12607,15,2,8,365,16
12608,11,1,8,204,2
12609,15,2,8,82,10
12610,34,1,15,753,5
12611,80,1,10,637,49
12612,69,2,2,1624,6
12613,52,1,10,323,4
12614,20,1,2,353,2
12615,11,1,8,224,5
12616,26,1,8,285,11
12617,35,4,2,618,2
12618,11,1,8,224,276
12619,35,4,2,301,1
12620,69,2,2,544,2
12621,69,2,2,544,23
12622,69,2,2,1090,12
12623,35,4,2,301,2
12624,11,2,8,73,2
12625,20,1,2,353,2
12626,26,1,8,629,95
12627,11,1,8,55,3
12628,24,1,14,865,8
12629,11,1,8,283,4
12630,11,1,8,195,1
12631,77,3,2,375,9
12632,69,2,2,544,31
12633,11,2,8,73,3
12634,24,2,9,195,1
12635,11,1,8,68,11
12636,11,1,8,264,3
12637,69,2,2,544,33
12638,15,2,8,285,9
12639,69,2,2,1090,10
12640,20,1,2,134,1
